,mean,lower,upper,idxo,idx,start,p,numUsersStart,numUsersTracked,pUsersTracked,constraint,numUsersInfected,pUsersInfected
0,0.0,0.0,0.0,0,"(1146398400000, 1367323200000)",0,"(1, 9999)",2036,2036,1.0,MGTOW,0.0,0.0
1,0.10424242424242425,0.08334752098928155,0.12513732749556694,1,"(1367323200000, 1462017600000)",0,"(1, 9999)",2036,825,0.40520628683693516,MGTOW,86.0,0.0017135228835003687
2,0.24615384615384617,0.20321293114161426,0.2890947611660781,2,"(1462017600000, 1493553600000)",0,"(1, 9999)",2036,390,0.19155206286836934,MGTOW,96.0,0.0006737882339729642
3,0.34615384615384615,0.30289359595969323,0.38941409634799906,3,"(1493553600000, 1525089600000)",0,"(1, 9999)",2036,468,0.22986247544204322,MGTOW,162.0,0.000598620954689567
4,0.3295668549905838,0.2894568649412626,0.369676845039905,4,"(1525089600000, 1556625600000)",0,"(1, 9999)",2036,531,0.26080550098231825,MGTOW,175.0,0.0003531023573113374
5,0.0,0.0,0.0,1,"(1367323200000, 1462017600000)",1,"(1, 9999)",19190,19190,1.0,MGTOW,0.0,0.0
6,0.22094361334867663,0.21051476165241756,0.2313724650449357,2,"(1462017600000, 1493553600000)",1,"(1, 9999)",19190,6083,0.3169880145909328,MGTOW,1344.0,0.009433035275621499
7,0.2802273510161902,0.2686718050168138,0.29178289701556653,3,"(1493553600000, 1525089600000)",1,"(1, 9999)",19190,5806,0.30255341323606044,MGTOW,1627.0000000000002,0.0060120758844439855
8,0.315748031496063,0.3043124940065787,0.3271835689855473,4,"(1525089600000, 1556625600000)",1,"(1, 9999)",19190,6350,0.33090151120375194,MGTOW,2005.0,0.004045544150909895
9,0.0,0.0,0.0,2,"(1462017600000, 1493553600000)",2,"(1, 9999)",29399,29399,1.0,MGTOW,0.0,0.0
10,0.20748563441528187,0.2004811019202967,0.21449016691026704,3,"(1493553600000, 1525089600000)",2,"(1, 9999)",29399,12878,0.4380421102758597,MGTOW,2672.0,0.009873550561299524
11,0.2558139534883721,0.24845345996768436,0.26317444700905984,4,"(1525089600000, 1556625600000)",2,"(1, 9999)",29399,13502,0.4592673220177557,MGTOW,3454.0,0.006969231669447768
12,0.0,0.0,0.0,3,"(1493553600000, 1525089600000)",3,"(1, 9999)",44478,44478,1.0,MGTOW,0.0,0.0
13,0.2116339259196402,0.20641878992179227,0.21684906191748812,4,"(1525089600000, 1556625600000)",3,"(1, 9999)",44478,23569,0.5299024236701291,MGTOW,4988.0,0.010064426047251149
14,0.0,0.0,0.0,0,"(1146398400000, 1367323200000)",0,"(1, 9999)",10157,10157,1.0,MRA,0.0,0.0
15,0.08630069238377844,0.07764234426595062,0.09495904050160625,1,"(1367323200000, 1462017600000)",0,"(1, 9999)",10157,4044,0.3981490597617407,MRA,349.0,0.006953714957460798
16,0.30403537866224434,0.2828178228555543,0.3252529344689344,2,"(1462017600000, 1493553600000)",0,"(1, 9999)",10157,1809,0.17810377079846412,MRA,550.0,0.0038602450904701075
17,0.3461353816610658,0.3256884949190782,0.36658226840305336,3,"(1493553600000, 1525089600000)",0,"(1, 9999)",10157,2083,0.2050802402284139,MRA,721.0,0.002664232767476406
18,0.3296969696969697,0.3111636236708657,0.3482303157230737,4,"(1525089600000, 1556625600000)",0,"(1, 9999)",10157,2475,0.24367431328148076,MRA,816.0,0.0016464658489488647
19,0.0,0.0,0.0,1,"(1367323200000, 1462017600000)",1,"(1, 9999)",31530,31530,1.0,MRA,0.0,0.0
20,0.23555712436757265,0.22653368241463578,0.2445805663205095,2,"(1462017600000, 1493553600000)",1,"(1, 9999)",31530,8499,0.26955280685061844,MRA,2002.0,0.014051292129311192
21,0.30260240401447075,0.2928738985500156,0.3123309094789259,3,"(1493553600000, 1525089600000)",1,"(1, 9999)",31530,8569,0.27177291468442755,MRA,2593.0,0.009581630466111402
22,0.33120284995808885,0.32175887221905025,0.34064682769712745,4,"(1525089600000, 1556625600000)",1,"(1, 9999)",31530,9544,0.3026958452267682,MRA,3161.0,0.006378037436920786
23,0.0,0.0,0.0,2,"(1462017600000, 1493553600000)",2,"(1, 9999)",57329,57329,1.0,MRA,0.0,0.0
24,0.2455181359151341,0.23977627658600312,0.2512599952442651,3,"(1493553600000, 1525089600000)",2,"(1, 9999)",57329,21587,0.37654590172513036,MRA,5300.0,0.0195845127151525
25,0.29233105542900534,0.28637283635062544,0.29828927450738524,4,"(1525089600000, 1556625600000)",2,"(1, 9999)",57329,22389,0.3905353311587504,MRA,6545.000000000001,0.01320602816344402
26,0.0,0.0,0.0,3,"(1493553600000, 1525089600000)",3,"(1, 9999)",77263,77263,1.0,MRA,0.0,0.0
27,0.2365446209885072,0.23187703487220654,0.24121220710480787,4,"(1525089600000, 1556625600000)",3,"(1, 9999)",77263,31846,0.412176591641536,MRA,7533.0,0.015199543186436027
28,0.0,0.0,0.0,0,"(1146398400000, 1367323200000)",0,"(1, 9999)",1117,1117,1.0,Incel,0.0,0.0
29,0.038834951456310676,0.012230579075660837,0.06543932383696052,1,"(1367323200000, 1462017600000)",0,"(1, 9999)",1117,206,0.18442256042972247,Incel,7.999999999999999,0.000159397477534918
30,0.17045454545454544,0.0903244687058164,0.2505846222032745,2,"(1462017600000, 1493553600000)",0,"(1, 9999)",1117,88,0.07878245299910475,Incel,14.999999999999998,0.00010527941155827565
31,0.1440677966101695,0.07977333482606916,0.20836225839426983,3,"(1493553600000, 1525089600000)",0,"(1, 9999)",1117,118,0.10564010743061773,Incel,17.0,6.281824833162122e-05
32,0.14124293785310735,0.08943373667335915,0.19305213903285556,4,"(1525089600000, 1556625600000)",0,"(1, 9999)",1117,177,0.1584601611459266,Incel,25.0,5.044319390161963e-05
33,0.0,0.0,0.0,1,"(1367323200000, 1462017600000)",1,"(1, 9999)",3967,3967,1.0,Incel,0.0,0.0
34,0.16550764951321278,0.13827820446218783,0.19273709456423774,2,"(1462017600000, 1493553600000)",1,"(1, 9999)",3967,719,0.18124527350642802,Incel,118.99999999999999,0.0008352166650289868
35,0.2185430463576159,0.18899824054525427,0.24808785216997753,3,"(1493553600000, 1525089600000)",1,"(1, 9999)",3967,755,0.19032014116460802,Incel,165.0,0.000609706527924559
