,mean,lower,upper,idxo,idx,start,p,numUsersStart,numUsersTracked,pUsersTracked,constraint,numUsersInfected,pUsersInfected
36,0.18950437317784258,0.1655189095249765,0.21348983683070866,4,"(1525089600000, 1556625600000)",1,"(1, 9999)",3967,1029,0.2593899672296446,Incel,195.0,0.0003934569124326331
37,0.0,0.0,0.0,2,"(1462017600000, 1493553600000)",2,"(1, 9999)",5514,5514,1.0,Incel,0.0,0.0
38,0.11592076302274394,0.09890419957909809,0.13293732646638978,3,"(1493553600000, 1525089600000)",2,"(1, 9999)",5514,1363,0.24718897352194413,Incel,158.0,0.0005838401903762444
39,0.14762516046213095,0.12999172140909498,0.16525859951516692,4,"(1525089600000, 1556625600000)",2,"(1, 9999)",5514,1558,0.28255350018135655,Incel,230.00000000000003,0.00046407738389490065
40,0.0,0.0,0.0,3,"(1493553600000, 1525089600000)",3,"(1, 9999)",11700,11700,1.0,Incel,0.0,0.0
41,0.10036241984945637,0.09052437237481731,0.11020046732409544,4,"(1525089600000, 1556625600000)",3,"(1, 9999)",11700,3587,0.3065811965811966,Incel,360.0,0.0007263819921833227
42,0.0,0.0,0.0,0,"(1146398400000, 1367323200000)",0,"(1, 9999)",41245,41245,1.0,PUA,0.0,0.0
43,0.03217770396512352,0.0293001340533506,0.035055273876896435,1,"(1367323200000, 1462017600000)",0,"(1, 9999)",41245,14451,0.35036974178688324,PUA,464.99999999999994,0.009264978381717108
44,0.10335641981885989,0.09540277999420395,0.11131005964351583,2,"(1462017600000, 1493553600000)",0,"(1, 9999)",41245,5631,0.13652563947145108,PUA,582.0,0.004084841168461095
45,0.13017851128326036,0.12161724844100409,0.1387397741255166,3,"(1493553600000, 1525089600000)",0,"(1, 9999)",41245,5938,0.14396896593526487,PUA,773.0,0.0028563827035496007
46,0.1365597196009706,0.12874376029704016,0.14437567890490105,4,"(1525089600000, 1556625600000)",0,"(1, 9999)",41245,7418,0.1798521032852467,PUA,1012.9999999999999,0.002043958216893627
47,0.0,0.0,0.0,1,"(1367323200000, 1462017600000)",1,"(1, 9999)",339404,339404,1.0,PUA,0.0,0.0
48,0.047977125163899466,0.04631219760303646,0.04964205272476247,2,"(1462017600000, 1493553600000)",1,"(1, 9999)",339404,63301,0.18650634641901687,PUA,3037.0,0.02131557152683221
49,0.07958959325760352,0.0773188719359262,0.08186031457928085,3,"(1493553600000, 1525089600000)",1,"(1, 9999)",339404,54580,0.16081130452204453,PUA,4344.0,0.01605191004426839
50,0.09522355927574185,0.09291756824435808,0.09752955030712561,4,"(1525089600000, 1556625600000)",1,"(1, 9999)",339404,62243,0.1833891173940201,PUA,5927.0,0.011959072410195982
51,0.0,0.0,0.0,2,"(1462017600000, 1493553600000)",2,"(1, 9999)",341826,341826,1.0,PUA,0.0,0.0
52,0.05182464534824949,0.05036852151802126,0.05328076917847772,3,"(1493553600000, 1525089600000)",2,"(1, 9999)",341826,89031,0.26045707465201595,PUA,4614.0,0.01704961163541767
53,0.07702305138414642,0.07522673626965544,0.0788193664986374,4,"(1525089600000, 1556625600000)",2,"(1, 9999)",341826,84637,0.24760258143031835,PUA,6519.0,0.013153567241786335
54,0.0,0.0,0.0,3,"(1493553600000, 1525089600000)",3,"(1, 9999)",461188,461188,1.0,PUA,0.0,0.0
55,0.06101817227579873,0.05981652797676057,0.062219816574836884,4,"(1525089600000, 1556625600000)",3,"(1, 9999)",461188,152430,0.3305159717945827,PUA,9301.0,0.018766885859158568
56,0.0,0.0,0.0,0,"(1146398400000, 1367323200000)",0,"(1, 9999)",56353,56353,1.0,Manosphere,0.0,0.0
57,0.05219806531941385,0.049181007608352846,0.05521512303047486,1,"(1367323200000, 1462017600000)",0,"(1, 9999)",56353,20882,0.3705570244707469,Manosphere,1090.0,0.02171790631413258
58,0.174948000924428,0.1669419076754296,0.1829540941734264,2,"(1462017600000, 1493553600000)",0,"(1, 9999)",56353,8654,0.15356768938654553,Manosphere,1514.0,0.010626201939948624
59,0.2114438502673797,0.2031656566248215,0.21972204390993788,3,"(1493553600000, 1525089600000)",0,"(1, 9999)",56353,9350,0.16591840718329104,Manosphere,1977.0,0.007305392761859716
60,0.2084687692172538,0.20100532116264175,0.21593221727186585,4,"(1525089600000, 1556625600000)",0,"(1, 9999)",56353,11383,0.20199456994303763,Manosphere,2373.0,0.004788067965141736
61,0.0,0.0,0.0,1,"(1367323200000, 1462017600000)",1,"(1, 9999)",404729,404729,1.0,Manosphere,0.0,0.0
62,0.09529906498144058,0.09332660937399491,0.09727152058888626,2,"(1462017600000, 1493553600000)",1,"(1, 9999)",404729,85132,0.21034321731331335,Manosphere,8113.0,0.056942124398152695
63,0.14066841311423356,0.13818969345646684,0.14314713277200028,3,"(1493553600000, 1525089600000)",1,"(1, 9999)",404729,75582,0.18674718144733884,Manosphere,10632.0,0.03928727154481158
64,0.15783526753136695,0.15538369345181996,0.16028684161091394,4,"(1525089600000, 1556625600000)",1,"(1, 9999)",404729,84962,0.20992318316700806,Manosphere,13409.999999999998,0.027057729208828766
65,0.0,0.0,0.0,2,"(1462017600000, 1493553600000)",2,"(1, 9999)",438823,438823,1.0,Manosphere,0.0,0.0
66,0.10787700410502672,0.10618480792892654,0.1095692002811269,3,"(1493553600000, 1525089600000)",2,"(1, 9999)",438823,129110,0.294218853615239,Manosphere,13928.0,0.05146662133898944
67,0.14404110460677017,0.1421001844426416,0.14598202477089872,4,"(1525089600000, 1556625600000)",2,"(1, 9999)",438823,125728,0.28651187380789067,Manosphere,18110.0,0.03654104966233326
68,0.0,0.0,0.0,3,"(1493553600000, 1525089600000)",3,"(1, 9999)",604121,604121,1.0,Manosphere,0.0,0.0
69,0.1115739984388898,0.11025943620696099,0.1128885606708186,4,"(1525089600000, 1556625600000)",3,"(1, 9999)",604121,220356,0.364754742841252,Manosphere,24586.0,0.049607854610608806
70,0.0,0.0,0.0,0,"(1146398400000, 1367323200000)",0,"(1, 9999)",289559,289559,1.0,Control,0.0,0.0
71,0.04032407122173618,0.038810853617028886,0.041837288826443476,1,"(1367323200000, 1462017600000)",0,"(1, 9999)",289559,64924,0.22421682627720085,Control,2618.0,0.05216282452330192
72,0.17969103240391862,0.17507171767979024,0.184310347128047,2,"(1462017600000, 1493553600000)",0,"(1, 9999)",289559,26540,0.09165662265721321,Control,4769.0,0.03347183424809444
73,0.18482915857904303,0.18060610733448912,0.18905220982359694,3,"(1493553600000, 1525089600000)",0,"(1, 9999)",289559,32457,0.11209114550057156,Control,5999.0,0.022167451278905632
74,0.17677550933695907,0.17332917545956547,0.18022184321435267,4,"(1525089600000, 1556625600000)",0,"(1, 9999)",289559,47071,0.16256099793133696,Control,8321.0,0.01678951265821508
75,0.0,0.0,0.0,1,"(1367323200000, 1462017600000)",1,"(1, 9999)",704032,704032,1.0,Control,0.0,0.0
76,0.10413125672066322,0.10209564937036594,0.10616686407096049,2,"(1462017600000, 1493553600000)",1,"(1, 9999)",704032,86487,0.12284526839689106,Control,9006.0,0.06320975869958871
77,0.13282413101171597,0.13063927723585464,0.1350089847875773,3,"(1493553600000, 1525089600000)",1,"(1, 9999)",704032,92694,0.13166162901686287,Control,12312.0,0.04549519255640709
78,0.1317248125203782,0.12987794895305366,0.13357167608770276,4,"(1525089600000, 1556625600000)",1,"(1, 9999)",704032,128814,0.18296611517658287,Control,16968.0,0.034236804564907276
79,0.0,0.0,0.0,2,"(1462017600000, 1493553600000)",2,"(1, 9999)",414148,414148,1.0,Control,0.0,0.0
80,0.093122035360069,0.09125188560996952,0.09499218511016846,3,"(1493553600000, 1525089600000)",2,"(1, 9999)",414148,92760,0.22397790161971082,Control,8638.0,0.03191906053462024
81,0.10905655646692217,0.10722834774806012,0.11088476518578422,4,"(1525089600000, 1556625600000)",2,"(1, 9999)",414148,111676,0.26965239479606323,Control,12179.0,0.02457390634111302
82,0.0,0.0,0.0,3,"(1493553600000, 1525089600000)",3,"(1, 9999)",804613,804613,1.0,Control,0.0,0.0
83,0.083434636937765,0.08239118630901478,0.08447808756651522,4,"(1525089600000, 1556625600000)",3,"(1, 9999)",804613,269816,0.33533636667565647,Control,22512.0,0.045423087244530445
